,location,swing_type,frame_type,src_video,frame_path,label_path,train_set,val_set,test_set
10,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_234108_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_234108_sink\images\20250304_t_234108_sink_frame_right_120.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_234108_sink\labels\20250304_t_234108_sink_frame_right_120.txt,1,0,0
11,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_1450.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_1450.txt,1,0,0
12,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233950_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233950_sink\images\20250304_t_233950_sink_frame_right_650.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233950_sink\labels\20250304_t_233950_sink_frame_right_650.txt,1,0,0
13,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233610_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\images\20250304_t_233610_sink_frame_right_530.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\labels\20250304_t_233610_sink_frame_right_530.txt,1,0,0
14,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233718_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233718_sink\images\20250304_t_233718_sink_frame_right_850.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233718_sink\labels\20250304_t_233718_sink_frame_right_850.txt,1,0,0
15,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233718_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233718_sink\images\20250304_t_233718_sink_frame_right_250.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233718_sink\labels\20250304_t_233718_sink_frame_right_250.txt,1,0,0
16,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233819_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233819_sink\images\20250304_t_233819_sink_frame_right_1240.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233819_sink\labels\20250304_t_233819_sink_frame_right_1240.txt,1,0,0
17,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233950_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233950_sink\images\20250304_t_233950_sink_frame_right_530.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233950_sink\labels\20250304_t_233950_sink_frame_right_530.txt,1,0,0
18,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_590.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_590.txt,1,0,0
19,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_234030_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_234030_sink\images\20250304_t_234030_sink_frame_right_330.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_234030_sink\labels\20250304_t_234030_sink_frame_right_330.txt,1,0,0
20,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233819_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233819_sink\images\20250304_t_233819_sink_frame_right_0.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233819_sink\labels\20250304_t_233819_sink_frame_right_0.txt,1,0,0
21,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_90.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_90.txt,1,0,0
22,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233950_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233950_sink\images\20250304_t_233950_sink_frame_right_920.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233950_sink\labels\20250304_t_233950_sink_frame_right_920.txt,1,0,0
23,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_234255_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_234255_sink\images\20250304_t_234255_sink_frame_right_550.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_234255_sink\labels\20250304_t_234255_sink_frame_right_550.txt,1,0,0
24,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233950_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233950_sink\images\20250304_t_233950_sink_frame_right_70.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233950_sink\labels\20250304_t_233950_sink_frame_right_70.txt,1,0,0
25,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_1370.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_1370.txt,1,0,0
26,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_650.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_650.txt,1,0,0
27,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233910_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233910_sink\images\20250304_t_233910_sink_frame_right_40.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233910_sink\labels\20250304_t_233910_sink_frame_right_40.txt,1,0,0
28,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233819_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233819_sink\images\20250304_t_233819_sink_frame_right_100.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233819_sink\labels\20250304_t_233819_sink_frame_right_100.txt,1,0,0
29,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233950_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233950_sink\images\20250304_t_233950_sink_frame_right_500.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233950_sink\labels\20250304_t_233950_sink_frame_right_500.txt,1,0,0
30,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233819_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233819_sink\images\20250304_t_233819_sink_frame_right_740.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233819_sink\labels\20250304_t_233819_sink_frame_right_740.txt,1,0,0
31,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_830.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_830.txt,1,0,0
32,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_234255_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_234255_sink\images\20250304_t_234255_sink_frame_right_1290.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_234255_sink\labels\20250304_t_234255_sink_frame_right_1290.txt,1,0,0
33,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233950_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233950_sink\images\20250304_t_233950_sink_frame_right_1120.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233950_sink\labels\20250304_t_233950_sink_frame_right_1120.txt,1,0,0
34,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_234255_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_234255_sink\images\20250304_t_234255_sink_frame_right_310.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_234255_sink\labels\20250304_t_234255_sink_frame_right_310.txt,1,0,0
35,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233819_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233819_sink\images\20250304_t_233819_sink_frame_right_40.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233819_sink\labels\20250304_t_233819_sink_frame_right_40.txt,1,0,0
36,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_1310.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_1310.txt,1,0,0
37,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233910_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233910_sink\images\20250304_t_233910_sink_frame_right_460.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233910_sink\labels\20250304_t_233910_sink_frame_right_460.txt,1,0,0
38,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233819_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233819_sink\images\20250304_t_233819_sink_frame_right_470.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233819_sink\labels\20250304_t_233819_sink_frame_right_470.txt,1,0,0
39,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_234255_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_234255_sink\images\20250304_t_234255_sink_frame_right_530.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_234255_sink\labels\20250304_t_234255_sink_frame_right_530.txt,1,0,0
40,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233950_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233950_sink\images\20250304_t_233950_sink_frame_right_100.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233950_sink\labels\20250304_t_233950_sink_frame_right_100.txt,1,0,0
41,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233910_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233910_sink\images\20250304_t_233910_sink_frame_right_810.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233910_sink\labels\20250304_t_233910_sink_frame_right_810.txt,1,0,0
42,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233910_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233910_sink\images\20250304_t_233910_sink_frame_right_1500.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233910_sink\labels\20250304_t_233910_sink_frame_right_1500.txt,1,0,0
43,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233819_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233819_sink\images\20250304_t_233819_sink_frame_right_610.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233819_sink\labels\20250304_t_233819_sink_frame_right_610.txt,1,0,0
44,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_234154_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_234154_sink\images\20250304_t_234154_sink_frame_right_1390.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_234154_sink\labels\20250304_t_234154_sink_frame_right_1390.txt,1,0,0
45,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233819_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233819_sink\images\20250304_t_233819_sink_frame_right_1710.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233819_sink\labels\20250304_t_233819_sink_frame_right_1710.txt,1,0,0
46,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_234154_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_234154_sink\images\20250304_t_234154_sink_frame_right_1290.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_234154_sink\labels\20250304_t_234154_sink_frame_right_1290.txt,1,0,0
47,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233950_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233950_sink\images\20250304_t_233950_sink_frame_right_1100.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233950_sink\labels\20250304_t_233950_sink_frame_right_1100.txt,1,0,0
48,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233910_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233910_sink\images\20250304_t_233910_sink_frame_right_1220.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233910_sink\labels\20250304_t_233910_sink_frame_right_1220.txt,1,0,0
49,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233819_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233819_sink\images\20250304_t_233819_sink_frame_right_450.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233819_sink\labels\20250304_t_233819_sink_frame_right_450.txt,1,0,0
50,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233950_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233950_sink\images\20250304_t_233950_sink_frame_right_380.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233950_sink\labels\20250304_t_233950_sink_frame_right_380.txt,1,0,0
51,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233610_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\images\20250304_t_233610_sink_frame_right_150.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\labels\20250304_t_233610_sink_frame_right_150.txt,1,0,0
52,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233718_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233718_sink\images\20250304_t_233718_sink_frame_right_930.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233718_sink\labels\20250304_t_233718_sink_frame_right_930.txt,1,0,0
53,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233819_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233819_sink\images\20250304_t_233819_sink_frame_right_1060.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233819_sink\labels\20250304_t_233819_sink_frame_right_1060.txt,1,0,0
54,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233819_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233819_sink\images\20250304_t_233819_sink_frame_right_1650.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233819_sink\labels\20250304_t_233819_sink_frame_right_1650.txt,1,0,0
55,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233819_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233819_sink\images\20250304_t_233819_sink_frame_right_700.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233819_sink\labels\20250304_t_233819_sink_frame_right_700.txt,1,0,0
56,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233950_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233950_sink\images\20250304_t_233950_sink_frame_right_200.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233950_sink\labels\20250304_t_233950_sink_frame_right_200.txt,1,0,0
57,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233910_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233910_sink\images\20250304_t_233910_sink_frame_right_1520.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233910_sink\labels\20250304_t_233910_sink_frame_right_1520.txt,1,0,0
58,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233819_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233819_sink\images\20250304_t_233819_sink_frame_right_1220.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233819_sink\labels\20250304_t_233819_sink_frame_right_1220.txt,1,0,0
59,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_234255_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_234255_sink\images\20250304_t_234255_sink_frame_right_910.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_234255_sink\labels\20250304_t_234255_sink_frame_right_910.txt,1,0,0
60,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_234255_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_234255_sink\images\20250304_t_234255_sink_frame_right_1090.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_234255_sink\labels\20250304_t_234255_sink_frame_right_1090.txt,1,0,0
61,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_234154_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_234154_sink\images\20250304_t_234154_sink_frame_right_1230.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_234154_sink\labels\20250304_t_234154_sink_frame_right_1230.txt,1,0,0
62,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233819_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233819_sink\images\20250304_t_233819_sink_frame_right_550.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233819_sink\labels\20250304_t_233819_sink_frame_right_550.txt,1,0,0
63,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_234108_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_234108_sink\images\20250304_t_234108_sink_frame_right_80.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_234108_sink\labels\20250304_t_234108_sink_frame_right_80.txt,1,0,0
64,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233950_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233950_sink\images\20250304_t_233950_sink_frame_right_160.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233950_sink\labels\20250304_t_233950_sink_frame_right_160.txt,1,0,0
65,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233819_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233819_sink\images\20250304_t_233819_sink_frame_right_860.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233819_sink\labels\20250304_t_233819_sink_frame_right_860.txt,1,0,0
66,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_234154_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_234154_sink\images\20250304_t_234154_sink_frame_right_300.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_234154_sink\labels\20250304_t_234154_sink_frame_right_300.txt,1,0,0
67,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233819_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233819_sink\images\20250304_t_233819_sink_frame_right_880.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233819_sink\labels\20250304_t_233819_sink_frame_right_880.txt,1,0,0
68,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_1070.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_1070.txt,1,0,0
69,KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233910_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233910_sink\images\20250304_t_233910_sink_frame_right_1660.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233910_sink\labels\20250304_t_233910_sink_frame_right_1660.txt,1,0,0
