location,swing_type,frame_type,src_video,frame_path,label_path
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233610_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\images\20250304_t_233610_sink_frame_right_260.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\labels\20250304_t_233610_sink_frame_right_260.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233610_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\images\20250304_t_233610_sink_frame_right_280.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\labels\20250304_t_233610_sink_frame_right_280.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233610_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\images\20250304_t_233610_sink_frame_right_300.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\labels\20250304_t_233610_sink_frame_right_300.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233610_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\images\20250304_t_233610_sink_frame_right_320.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\labels\20250304_t_233610_sink_frame_right_320.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233610_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\images\20250304_t_233610_sink_frame_right_340.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\labels\20250304_t_233610_sink_frame_right_340.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233610_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\images\20250304_t_233610_sink_frame_right_360.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\labels\20250304_t_233610_sink_frame_right_360.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233610_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\images\20250304_t_233610_sink_frame_right_380.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\labels\20250304_t_233610_sink_frame_right_380.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233610_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\images\20250304_t_233610_sink_frame_right_400.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\labels\20250304_t_233610_sink_frame_right_400.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233610_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\images\20250304_t_233610_sink_frame_right_420.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\labels\20250304_t_233610_sink_frame_right_420.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233610_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\images\20250304_t_233610_sink_frame_right_490.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\labels\20250304_t_233610_sink_frame_right_490.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233610_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\images\20250304_t_233610_sink_frame_right_510.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\labels\20250304_t_233610_sink_frame_right_510.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233610_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\images\20250304_t_233610_sink_frame_right_530.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\labels\20250304_t_233610_sink_frame_right_530.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233610_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\images\20250304_t_233610_sink_frame_right_550.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\labels\20250304_t_233610_sink_frame_right_550.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233610_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\images\20250304_t_233610_sink_frame_right_570.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\labels\20250304_t_233610_sink_frame_right_570.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233610_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\images\20250304_t_233610_sink_frame_right_590.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\labels\20250304_t_233610_sink_frame_right_590.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233610_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\images\20250304_t_233610_sink_frame_right_610.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\labels\20250304_t_233610_sink_frame_right_610.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233610_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\images\20250304_t_233610_sink_frame_right_630.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\labels\20250304_t_233610_sink_frame_right_630.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233610_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\images\20250304_t_233610_sink_frame_right_810.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\labels\20250304_t_233610_sink_frame_right_810.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233610_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\images\20250304_t_233610_sink_frame_right_830.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\labels\20250304_t_233610_sink_frame_right_830.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233610_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\images\20250304_t_233610_sink_frame_right_850.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\labels\20250304_t_233610_sink_frame_right_850.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233610_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\images\20250304_t_233610_sink_frame_right_870.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\labels\20250304_t_233610_sink_frame_right_870.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233610_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\images\20250304_t_233610_sink_frame_right_890.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\labels\20250304_t_233610_sink_frame_right_890.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233610_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\images\20250304_t_233610_sink_frame_right_910.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\labels\20250304_t_233610_sink_frame_right_910.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233610_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\images\20250304_t_233610_sink_frame_right_930.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\labels\20250304_t_233610_sink_frame_right_930.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233610_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\images\20250304_t_233610_sink_frame_right_950.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233610_sink\labels\20250304_t_233610_sink_frame_right_950.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_1010.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_1010.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_1030.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_1030.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_1050.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_1050.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_1070.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_1070.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_1090.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_1090.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_110.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_110.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_1110.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_1110.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_1130.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_1130.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_1150.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_1150.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_1170.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_1170.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_1190.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_1190.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_1210.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_1210.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_1230.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_1230.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_1250.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_1250.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_1270.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_1270.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_1290.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_1290.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_130.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_130.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_1310.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_1310.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_1330.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_1330.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_1350.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_1350.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_1370.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_1370.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_1390.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_1390.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_1410.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_1410.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_1430.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_1430.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_1450.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_1450.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_1470.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_1470.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_1490.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_1490.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_150.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_150.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_170.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_170.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_1880.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_1880.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_190.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_190.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_1900.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_1900.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_210.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_210.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_230.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_230.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_250.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_250.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_400.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_400.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_420.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_420.txt
KP_Common_Area,Flighted,None_Strike_frames,20250304_t_233642_sink,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\images\20250304_t_233642_sink_frame_right_440.jpeg,Golf_Ball_Flighted_data_labelled_final\KP_Common_Area\None_Strike_frames\20250304_t_233642_sink\labels\20250304_t_233642_sink_frame_right_440.txt
